WindPRO Meteo Data Export version 7
Geographical Coordinates (WGS84):	Longitude: 	9.120000	Latitude: 	56.065548
Local Coordinates: (UTM (north)-WGS84 Zone: 32)	Easting: 	507471.46	Northing: 	6213381.43	EPSG: 32632
Description:	ERA5 (Gaussian Grid)_N56.065548_E009.12
User label:	
Date time format:	yyyy-MM-dd hh:mm
Decimal separator:	"."
Digit group separator:	","
Displacement height [m]:	0.0
All time stamps:	(UTC+01:00) Brussels, Copenhagen, Madrid, Paris
UTC offset [minutes]:	-60

StatusValues:
Ok	0
Disabled	1
Below limit	2
Above limit	4
Duplicate	8
Null value	16
Missing	32
Other error	128

Calibration factors: The files that windPRO imports from are assumed to hold calibrated data - from these it is often possible to see which logger calibration factors are used.
windPRO offer by import optional recalibration factors. Please note that although it is possible to have individual calibration factors for each signal type, only the scale and offset from the first file, from the first import filter, are shown below.
Additionally, if a signal is based on multiple channels, only the scale and offset of the first channel is exported.
Logger scale	#N/A
Logger offset	#N/A
Import scale	1	1							1	1							1	1	1	1									
Import offset	0	0							0	0							0	0	0	0									

Note that SampleStatus takes precedence over DataStatus which means that DataStatus is only relevant if SampleStatus is OK.

TimeStamp	MeanWindSpeedUID_10.0m|Mean wind speed|L-1.00|U75.00	DirectionUID_10.0m|Wind direction|L0.00|U360.00	Comment_10.0m	TimeStampStatus_10.0m	SampleStatus_10.0m	DataStatus_MeanWindSpeedUID_10.0m	DataStatus_DirectionUID_10.0m	MeanWindSpeedUID_100.0m|Mean wind speed|L-1.00|U75.00	DirectionUID_100.0m|Wind direction|L0.00|U360.00	Comment_100.0m	TimeStampStatus_100.0m	SampleStatus_100.0m	DataStatus_MeanWindSpeedUID_100.0m	DataStatus_DirectionUID_100.0m	TemperatureUID_2.0m|Temperature|L-50.00|U60.00	SolarRadiationUID_2.0m|Solar irradiation|L-10.00|U2000.00	StabilityUID_2.0m|Stability (1/L)	RelativeHumidityUID_2.0m|Relative humidity|L0.00|U100.00	Comment_2.0m	TimeStampStatus_2.0m	SampleStatus_2.0m	DataStatus_TemperatureUID_2.0m	DataStatus_SolarRadiationUID_2.0m	DataStatus_StabilityUID_2.0m	DataStatus_RelativeHumidityUID_2.0m	
	[m/s]	[Degrees]						[m/s]	[Degrees]						[Deg C]	[W/m²]	[1/m]	[%]							
2005-03-28 15:00	5.31	106.9		0	0	0	0	7.05	107.5		0	0	0	0	7.0	403.9500	-0.038977	64.7		0	0	0	0	0	0
2005-03-28 16:00	5.12	106.5		0	0	0	0	6.86	107.2		0	0	0	0	6.9	276.5000	-0.027460	65.6		0	0	0	0	0	0
2005-03-28 17:00	5.00	103.9		0	0	0	0	6.91	104.7		0	0	0	0	6.7	137.2400	-0.015795	67.0		0	0	0	0	0	0
2005-03-28 18:00	4.35	100.0		0	0	0	0	7.00	102.1		0	0	0	0	5.5	25.0500	0.018042	70.2		0	0	0	0	0	0
2005-03-28 19:00	3.94	97.4		0	0	0	0	7.54	100.8		0	0	0	0	3.7	0.0000	0.027683	77.9		0	0	0	0	0	0
2005-03-28 20:00	4.05	95.5		0	0	0	0	7.96	100.2		0	0	0	0	2.6	0.0000	0.024353	83.0		0	0	0	0	0	0
2005-03-28 21:00	4.25	95.4		0	0	0	0	8.38	100.5		0	0	0	0	2.0	0.0000	0.023500	86.0		0	0	0	0	0	0
2005-03-28 22:00	4.34	99.2		0	0	0	0	8.59	103.9		0	0	0	0	1.9	0.0000	0.025667	88.5		0	0	0	0	0	0
2005-03-28 23:00	4.70	103.9		0	0	0	0	9.00	107.7		0	0	0	0	1.5	0.0000	0.033404	88.5		0	0	0	0	0	0
2005-03-29 00:00	4.49	102.8		0	0	0	0	8.76	107.1		0	0	0	0	1.0	0.0000	0.031693	89.1		0	0	0	0	0	0
2005-03-29 01:00	4.53	101.7		0	0	0	0	8.84	105.9		0	0	0	0	0.6	0.0000	0.024929	87.1		0	0	0	0	0	0
2005-03-29 02:00	4.70	100.3		0	0	0	0	9.10	104.8		0	0	0	0	0.5	0.0000	0.021091	82.7		0	0	0	0	0	0
2005-03-29 03:00	4.73	98.6		0	0	0	0	9.21	103.4		0	0	0	0	0.2	0.0000	0.020109	80.3		0	0	0	0	0	0
2005-03-29 04:00	4.71	98.9		0	0	0	0	9.17	103.7		0	0	0	0	0.1	0.0000	0.020579	79.1		0	0	0	0	0	0
2005-03-29 05:00	4.81	96.3		0	0	0	0	9.29	101.5		0	0	0	0	0.3	0.0000	0.019003	79.1		0	0	0	0	0	0
2005-03-29 06:00	5.00	95.0		0	0	0	0	9.45	99.7		0	0	0	0	0.2	31.3600	0.014929	79.7		0	0	0	0	0	0
2005-03-29 07:00	5.25	95.8		0	0	0	0	9.44	100.0		0	0	0	0	1.0	154.1000	0.003896	77.5		0	0	0	0	0	0
2005-03-29 08:00	5.19	95.2		0	0	0	0	9.00	99.3		0	0	0	0	2.1	286.3300	-0.006067	75.4		0	0	0	0	0	0
2005-03-29 09:00	5.88	98.7		0	0	0	0	8.33	99.7		0	0	0	0	3.9	434.4400	-0.011991	65.9		0	0	0	0	0	0
2005-03-29 10:00	6.28	99.1		0	0	0	0	8.69	99.8		0	0	0	0	4.7	543.8600	-0.015765	59.6		0	0	0	0	0	0
2005-03-29 11:00	6.91	99.5		0	0	0	0	9.47	99.8		0	0	0	0	5.7	604.1600	-0.017530	53.6		0	0	0	0	0	0
2005-03-29 12:00	7.16	100.2		0	0	0	0	9.82	100.6		0	0	0	0	6.5	626.7900	-0.016810	51.5		0	0	0	0	0	0
2005-03-29 13:00	7.43	101.3		0	0	0	0	10.16	101.6		0	0	0	0	6.7	591.3600	-0.013884	53.1		0	0	0	0	0	0
2005-03-29 14:00	7.63	102.4		0	0	0	0	10.45	102.9		0	0	0	0	6.9	498.2800	-0.013036	53.1		0	0	0	0	0	0
2005-03-29 15:00	7.93	104.4		0	0	0	0	11.02	104.9		0	0	0	0	7.0	380.0400	-0.009623	52.7		0	0	0	0	0	0
2005-03-29 16:00	7.72	103.3		0	0	0	0	10.87	103.9		0	0	0	0	6.9	242.9700	-0.005399	51.2		0	0	0	0	0	0
2005-03-29 17:00	7.56	100.4		0	0	0	0	10.97	101.3		0	0	0	0	6.6	119.9800	-0.001422	48.9		0	0	0	0	0	0
2005-03-29 18:00	6.68	94.8		0	0	0	0	10.55	96.3		0	0	0	0	5.4	27.0800	0.005728	53.1		0	0	0	0	0	0
2005-03-29 19:00	6.43	94.2		0	0	0	0	10.84	96.3		0	0	0	0	4.0	0.0000	0.007467	57.7		0	0	0	0	0	0
2005-03-29 20:00	6.61	96.8		0	0	0	0	11.19	98.8		0	0	0	0	3.1	0.0000	0.007830	58.7		0	0	0	0	0	0
2005-03-29 21:00	6.64	98.6		0	0	0	0	11.32	100.3		0	0	0	0	2.2	0.0000	0.007650	59.4		0	0	0	0	0	0
2005-03-29 22:00	6.64	99.5		0	0	0	0	11.30	101.3		0	0	0	0	1.7	0.0000	0.008159	58.8		0	0	0	0	0	0
2005-03-29 23:00	6.72	98.5		0	0	0	0	11.36	100.2		0	0	0	0	1.2	0.0000	0.009373	58.7		0	0	0	0	0	0
2005-03-30 00:00	6.48	97.3		0	0	0	0	11.03	99.2		0	0	0	0	0.8	0.0000	0.010837	60.9		0	0	0	0	0	0
2005-03-30 01:00	6.12	96.9		0	0	0	0	10.63	99.0		0	0	0	0	0.4	0.0000	0.011839	63.1		0	0	0	0	0	0
2005-03-30 02:00	5.80	95.8		0	0	0	0	10.26	98.6		0	0	0	0	0.2	0.0000	0.011895	66.5		0	0	0	0	0	0
2005-03-30 03:00	5.62	93.3		0	0	0	0	10.06	96.4		0	0	0	0	-0.2	0.0000	0.011153	70.6		0	0	0	0	0	0
2005-03-30 04:00	5.61	90.0		0	0	0	0	10.10	93.6		0	0	0	0	-0.3	0.0000	0.010444	73.3		0	0	0	0	0	0
2005-03-30 05:00	5.67	89.0		0	0	0	0	10.19	92.5		0	0	0	0	-0.3	0.0000	0.011000	75.5		0	0	0	0	0	0
2005-03-30 06:00	5.68	89.5		0	0	0	0	10.21	93.1		0	0	0	0	-0.2	34.3100	0.010076	77.3		0	0	0	0	0	0
2005-03-30 07:00	5.91	90.8		0	0	0	0	10.08	93.9		0	0	0	0	0.4	155.5600	0.001583	77.4		0	0	0	0	0	0
2005-03-30 08:00	5.99	90.9		0	0	0	0	9.28	93.4		0	0	0	0	1.7	297.5100	-0.004517	74.8		0	0	0	0	0	0
2005-03-30 09:00	6.83	96.9		0	0	0	0	9.72	98.1		0	0	0	0	3.3	429.0800	-0.010104	68.2		0	0	0	0	0	0
2005-03-30 10:00	7.03	99.6		0	0	0	0	9.72	100.6		0	0	0	0	4.3	532.1100	-0.014648	64.1		0	0	0	0	0	0
2005-03-30 11:00	6.94	99.7		0	0	0	0	9.50	100.4		0	0	0	0	6.0	599.4000	-0.017565	58.6		0	0	0	0	0	0
2005-03-30 12:00	7.12	100.7		0	0	0	0	9.71	101.5		0	0	0	0	6.7	620.6000	-0.018361	56.3		0	0	0	0	0	0
2005-03-30 13:00	7.29	103.1		0	0	0	0	9.94	103.6		0	0	0	0	7.4	597.3500	-0.017934	52.5		0	0	0	0	0	0
2005-03-30 14:00	7.31	104.1		0	0	0	0	9.99	104.9		0	0	0	0	7.6	528.9600	-0.016559	51.4		0	0	0	0	0	0
2005-03-30 15:00	7.19	104.2		0	0	0	0	9.92	104.8		0	0	0	0	7.5	424.9600	-0.013967	50.6		0	0	0	0	0	0
2005-03-30 16:00	6.93	103.5		0	0	0	0	9.65	104.3		0	0	0	0	7.2	292.5500	-0.009666	49.8		0	0	0	0	0	0
2005-03-30 17:00	6.51	101.9		0	0	0	0	9.34	102.9		0	0	0	0	6.9	150.2000	-0.003871	49.0		0	0	0	0	0	0
2005-03-30 18:00	5.37	97.5		0	0	0	0	8.73	99.7		0	0	0	0	6.0	31.1500	0.012717	52.5		0	0	0	0	0	0
2005-03-30 19:00	4.78	95.9		0	0	0	0	8.76	99.2		0	0	0	0	4.3	0.0000	0.020796	60.8		0	0	0	0	0	0
2005-03-30 20:00	4.63	97.7		0	0	0	0	8.76	101.2		0	0	0	0	2.9	0.0000	0.021245	69.7		0	0	0	0	0	0
2005-03-30 21:00	4.58	101.0		0	0	0	0	8.79	104.7		0	0	0	0	2.1	0.0000	0.021363	75.4		0	0	0	0	0	0
2005-03-30 22:00	4.56	104.4		0	0	0	0	8.77	107.9		0	0	0	0	1.5	0.0000	0.025071	79.9		0	0	0	0	0	0
2005-03-30 23:00	4.49	106.2		0	0	0	0	8.52	109.4		0	0	0	0	0.6	0.0000	0.030426	87.1		0	0	0	0	0	0
2005-03-31 00:00	4.17	107.8		0	0	0	0	8.09	111.6		0	0	0	0	0.1	0.0000	0.034590	90.3		0	0	0	0	0	0
2005-03-31 01:00	3.79	108.7		0	0	0	0	7.59	113.0		0	0	0	0	-0.3	0.0000	0.037533	91.6		0	0	0	0	0	0
2005-03-31 02:00	3.48	107.2		0	0	0	0	6.96	112.4		0	0	0	0	-1.1	0.0000	0.031296	92.9		0	0	0	0	0	0
2005-03-31 03:00	3.28	104.9		0	0	0	0	6.53	110.7		0	0	0	0	-1.6	0.0000	0.024561	95.0		0	0	0	0	0	0
2005-03-31 04:00	3.08	101.6		0	0	0	0	6.12	107.9		0	0	0	0	-1.9	0.0000	0.019630	95.7		0	0	0	0	0	0
2005-03-31 05:00	3.11	100.2		0	0	0	0	5.99	106.0		0	0	0	0	-1.9	0.0000	0.012335	95.7		0	0	0	0	0	0
2005-03-31 06:00	3.25	100.5		0	0	0	0	6.04	105.3		0	0	0	0	-1.6	30.9900	0.006682	95.0		0	0	0	0	0	0
2005-03-31 07:00	4.18	106.1		0	0	0	0	6.27	107.6		0	0	0	0	-0.9	118.9300	-0.005679	91.6		0	0	0	0	0	0
2005-03-31 08:00	4.11	110.2		0	0	0	0	5.70	110.7		0	0	0	0	-0.3	226.1500	-0.032776	86.4		0	0	0	0	0	0
2005-03-31 09:00	3.77	110.5		0	0	0	0	5.02	111.0		0	0	0	0	1.3	393.4200	-0.065149	78.7		0	0	0	0	0	0
2005-03-31 10:00	3.66	108.8		0	0	0	0	4.78	109.3		0	0	0	0	2.8	530.3500	-0.089623	71.7		0	0	0	0	0	0
2005-03-31 11:00	3.90	108.5		0	0	0	0	5.07	109.3		0	0	0	0	4.9	606.6000	-0.095710	62.8		0	0	0	0	0	0
2005-03-31 12:00	3.99	108.8		0	0	0	0	5.17	109.5		0	0	0	0	6.3	633.2100	-0.092100	55.8		0	0	0	0	0	0
2005-03-31 13:00	4.02	110.0		0	0	0	0	5.18	110.3		0	0	0	0	7.7	607.0900	-0.083397	48.8		0	0	0	0	0	0
2005-03-31 14:00	3.88	109.2		0	0	0	0	4.98	109.9		0	0	0	0	8.4	536.3400	-0.071828	45.5		0	0	0	0	0	0
2005-03-31 15:00	3.75	108.5		0	0	0	0	4.82	109.0		0	0	0	0	8.7	430.2200	-0.055210	44.6		0	0	0	0	0	0
2005-03-31 16:00	3.75	107.4		0	0	0	0	4.87	107.9		0	0	0	0	8.5	296.6900	-0.035615	42.9		0	0	0	0	0	0
2005-03-31 17:00	3.71	106.7		0	0	0	0	5.06	107.1		0	0	0	0	7.8	153.7600	-0.014139	45.4		0	0	0	0	0	0
2005-03-31 18:00	3.17	106.1		0	0	0	0	5.60	108.2		0	0	0	0	6.7	33.5500	0.064444	49.6		0	0	0	0	0	0
2005-03-31 19:00	2.91	105.8		0	0	0	0	6.44	109.6		0	0	0	0	4.5	0.0000	0.064067	64.1		0	0	0	0	0	0
2005-03-31 20:00	3.11	109.1		0	0	0	0	7.00	114.2		0	0	0	0	2.7	0.0000	0.064333	76.6		0	0	0	0	0	0
2005-03-31 21:00	3.13	113.4		0	0	0	0	7.21	119.8		0	0	0	0	1.4	0.0000	0.065821	82.8		0	0	0	0	0	0
2005-03-31 22:00	3.14	120.3		0	0	0	0	7.31	126.2		0	0	0	0	0.8	0.0000	0.073277	87.1		0	0	0	0	0	0
2005-03-31 23:00	3.33	128.0		0	0	0	0	7.65	134.2		0	0	0	0	0.1	0.0000	0.073121	88.3		0	0	0	0	0	0
2005-04-01 00:00	3.22	131.2		0	0	0	0	7.45	138.2		0	0	0	0	-0.4	0.0000	0.061091	88.3		0	0	0	0	0	0
2005-04-01 01:00	3.30	134.5		0	0	0	0	7.49	141.3		0	0	0	0	-1.0	0.0000	0.056530	86.9		0	0	0	0	0	0
2005-04-01 02:00	3.25	137.5		0	0	0	0	7.45	144.7		0	0	0	0	-1.7	0.0000	0.062901	84.9		0	0	0	0	0	0
2005-04-01 03:00	3.07	140.5		0	0	0	0	7.19	148.1		0	0	0	0	-2.1	0.0000	0.079969	84.3		0	0	0	0	0	0
2005-04-01 04:00	2.83	143.0		0	0	0	0	6.87	151.5		0	0	0	0	-2.5	0.0000	0.098002	87.4		0	0	0	0	0	0
2005-04-01 05:00	2.74	146.1		0	0	0	0	6.70	155.4		0	0	0	0	-2.0	0.0000	0.106585	90.1		0	0	0	0	0	0
2005-04-01 06:00	2.76	144.2		0	0	0	0	6.62	155.8		0	0	0	0	-2.0	44.1600	0.028168	92.2		0	0	0	0	0	0
2005-04-01 07:00	3.45	142.4		0	0	0	0	6.70	153.3		0	0	0	0	-0.8	171.3800	0.000071	90.2		0	0	0	0	0	0
2005-04-01 08:00	3.63	142.4		0	0	0	0	6.41	150.0		0	0	0	0	1.7	316.8500	-0.019838	82.9		0	0	0	0	0	0
2005-04-01 09:00	3.83	144.4		0	0	0	0	5.45	147.1		0	0	0	0	5.2	450.3500	-0.033365	70.6		0	0	0	0	0	0
2005-04-01 10:00	4.10	146.6		0	0	0	0	5.53	148.2		0	0	0	0	7.5	555.0900	-0.042054	59.4		0	0	0	0	0	0
2005-04-01 11:00	4.39	149.5		0	0	0	0	5.85	150.7		0	0	0	0	10.1	620.3600	-0.040662	46.7		0	0	0	0	0	0
2005-04-01 12:00	4.51	151.7		0	0	0	0	5.95	153.0		0	0	0	0	11.2	640.5300	-0.044037	40.6		0	0	0	0	0	0
2005-04-01 13:00	4.51	152.6		0	0	0	0	5.92	153.9		0	0	0	0	12.2	614.2200	-0.043567	36.7		0	0	0	0	0	0
2005-04-01 14:00	4.44	152.0		0	0	0	0	5.83	153.6		0	0	0	0	12.6	544.3600	-0.039524	35.4		0	0	0	0	0	0
2005-04-01 15:00	4.37	150.0		0	0	0	0	5.78	151.6		0	0	0	0	12.6	437.4200	-0.030749	34.4		0	0	0	0	0	0
2005-04-01 16:00	4.27	146.1		0	0	0	0	5.77	147.9		0	0	0	0	12.4	303.8200	-0.017178	34.4		0	0	0	0	0	0
2005-04-01 17:00	3.92	140.3		0	0	0	0	5.74	142.5		0	0	0	0	12.0	160.0400	0.012486	35.5		0	0	0	0	0	0
2005-04-01 18:00	3.29	134.4		0	0	0	0	6.37	138.8		0	0	0	0	10.4	37.0800	0.055886	42.2		0	0	0	0	0	0
2005-04-01 19:00	3.28	134.1		0	0	0	0	7.45	140.2		0	0	0	0	7.3	0.0000	0.056078	52.4		0	0	0	0	0	0
2005-04-01 20:00	3.56	138.8		0	0	0	0	8.06	144.8		0	0	0	0	5.1	0.0000	0.059246	61.9		0	0	0	0	0	0
2005-04-01 21:00	3.52	144.0		0	0	0	0	8.17	149.7		0	0	0	0	3.6	0.0000	0.070393	67.8		0	0	0	0	0	0
2005-04-01 22:00	3.34	149.9		0	0	0	0	8.03	155.1		0	0	0	0	2.6	0.0000	0.090061	72.2		0	0	0	0	0	0
2005-04-01 23:00	3.47	151.8		0	0	0	0	8.20	158.3		0	0	0	0	1.3	0.0000	0.103176	73.6		0	0	0	0	0	0
2005-04-02 00:00	3.21	153.1		0	0	0	0	7.84	161.4		0	0	0	0	1.0	0.0000	0.090475	76.9		0	0	0	0	0	0
2005-04-02 01:00	3.13	151.6		0	0	0	0	7.67	162.5		0	0	0	0	1.0	0.0000	0.094315	80.4		0	0	0	0	0	0
2005-04-02 02:00	3.03	151.3		0	0	0	0	7.51	163.4		0	0	0	0	0.6	0.0000	0.127298	82.1		0	0	0	0	0	0
2005-04-02 03:00	2.87	150.5		0	0	0	0	7.23	163.6		0	0	0	0	0.2	0.0000	0.165947	85.8		0	0	0	0	0	0
2005-04-02 04:00	2.78	148.4		0	0	0	0	7.03	162.8		0	0	0	0	-0.2	0.0000	0.181376	87.7		0	0	0	0	0	0
2005-04-02 05:00	2.74	147.2		0	0	0	0	6.91	161.8		0	0	0	0	-0.4	0.0500	0.195022	87.6		0	0	0	0	0	0
2005-04-02 06:00	2.69	145.2		0	0	0	0	6.77	160.1		0	0	0	0	-0.6	48.9800	0.055526	87.0		0	0	0	0	0	0
2005-04-02 07:00	3.15	144.8		0	0	0	0	6.67	158.0		0	0	0	0	0.7	179.7200	0.006204	81.5		0	0	0	0	0	0
2005-04-02 08:00	3.36	146.3		0	0	0	0	6.17	156.0		0	0	0	0	3.6	326.4000	-0.024567	72.4		0	0	0	0	0	0
2005-04-02 09:00	3.26	150.2		0	0	0	0	4.79	153.8		0	0	0	0	7.0	460.0000	-0.048336	58.0		0	0	0	0	0	0
2005-04-02 10:00	3.40	152.1		0	0	0	0	4.56	154.1		0	0	0	0	9.7	564.5200	-0.055871	47.6		0	0	0	0	0	0
2005-04-02 11:00	3.62	152.5		0	0	0	0	4.78	154.5		0	0	0	0	12.1	629.7100	-0.035700	38.0		0	0	0	0	0	0
2005-04-02 12:00	4.33	157.5		0	0	0	0	5.72	159.4		0	0	0	0	13.2	649.6700	-0.036609	30.3		0	0	0	0	0	0
2005-04-02 13:00	4.29	159.5		0	0	0	0	5.63	161.1		0	0	0	0	13.8	623.2000	-0.043438	29.5		0	0	0	0	0	0
2005-04-02 14:00	4.02	158.3		0	0	0	0	5.26	160.3		0	0	0	0	14.3	552.5300	-0.048669	29.5		0	0	0	0	0	0
2005-04-02 15:00	3.76	154.9		0	0	0	0	4.91	157.0		0	0	0	0	14.3	444.3600	-0.044999	29.7		0	0	0	0	0	0
2005-04-02 16:00	3.58	150.3		0	0	0	0	4.77	153.0		0	0	0	0	14.1	309.4800	-0.021588	29.6		0	0	0	0	0	0
2005-04-02 17:00	3.02	142.6		0	0	0	0	4.76	145.3		0	0	0	0	13.8	164.5900	0.073627	28.9		0	0	0	0	0	0
2005-04-02 18:00	2.43	132.8		0	0	0	0	5.58	138.3		0	0	0	0	12.3	39.9500	0.127524	38.9		0	0	0	0	0	0
2005-04-02 19:00	2.63	128.8		0	0	0	0	6.62	137.0		0	0	0	0	8.9	0.0000	0.146133	50.6		0	0	0	0	0	0
2005-04-02 20:00	2.74	129.4		0	0	0	0	7.03	138.2		0	0	0	0	6.7	0.0000	0.175562	60.5		0	0	0	0	0	0
2005-04-02 21:00	2.68	129.8		0	0	0	0	7.01	138.8		0	0	0	0	4.9	0.0000	0.152360	67.1		0	0	0	0	0	0
2005-04-02 22:00	2.71	131.5		0	0	0	0	7.16	140.8		0	0	0	0	3.8	0.0000	0.156056	72.5		0	0	0	0	0	0
2005-04-02 23:00	3.04	130.2		0	0	0	0	7.54	141.1		0	0	0	0	2.6	0.0000	0.152609	73.3		0	0	0	0	0	0
2005-04-03 00:00	3.04	134.5		0	0	0	0	7.53	146.7		0	0	0	0	2.2	0.0000	0.144137	76.5		0	0	0	0	0	0
2005-04-03 01:00	2.97	136.6		0	0	0	0	7.41	151.2		0	0	0	0	2.2	0.0000	0.121314	77.1		0	0	0	0	0	0
2005-04-03 02:00	2.95	135.1		0	0	0	0	7.31	151.9		0	0	0	0	1.6	0.0000	0.111559	79.9		0	0	0	0	0	0
2005-04-03 03:00	2.95	132.2		0	0	0	0	7.22	150.0		0	0	0	0	1.1	0.0000	0.104584	82.8		0	0	0	0	0	0
2005-04-03 04:00	3.01	130.2		0	0	0	0	7.30	147.0		0	0	0	0	0.8	0.0000	0.103033	84.6		0	0	0	0	0	0
2005-04-03 05:00	3.10	129.3		0	0	0	0	7.45	144.3		0	0	0	0	0.9	0.2100	0.080632	85.2		0	0	0	0	0	0
2005-04-03 06:00	3.36	129.7		0	0	0	0	7.87	142.1		0	0	0	0	0.8	53.8800	0.030007	84.6		0	0	0	0	0	0
2005-04-03 07:00	4.02	132.1		0	0	0	0	8.15	141.3		0	0	0	0	2.3	186.4000	0.004731	77.7		0	0	0	0	0	0
2005-04-03 08:00	4.52	133.4		0	0	0	0	8.10	140.9		0	0	0	0	5.1	333.0700	-0.008268	68.1		0	0	0	0	0	0
2005-04-03 09:00	4.63	138.7		0	0	0	0	7.00	141.9		0	0	0	0	8.5	466.0100	-0.017640	53.5		0	0	0	0	0	0
2005-04-03 10:00	4.83	143.9		0	0	0	0	6.72	145.8		0	0	0	0	11.2	569.6200	-0.023918	44.7		0	0	0	0	0	0
2005-04-03 11:00	4.89	147.4		0	0	0	0	6.73	149.2		0	0	0	0	14.2	633.8800	-0.020225	36.2		0	0	0	0	0	0
2005-04-03 12:00	4.98	148.6		0	0	0	0	6.77	150.4		0	0	0	0	15.9	653.4600	-0.020879	31.5		0	0	0	0	0	0
2005-04-03 13:00	5.18	151.5		0	0	0	0	7.03	153.3		0	0	0	0	16.8	626.5400	-0.020999	29.5		0	0	0	0	0	0
2005-04-03 14:00	5.21	157.2		0	0	0	0	7.10	159.1		0	0	0	0	17.4	555.7200	-0.019076	28.9		0	0	0	0	0	0
2005-04-03 15:00	4.90	163.0		0	0	0	0	6.72	165.2		0	0	0	0	17.8	447.3600	-0.013188	25.4		0	0	0	0	0	0
2005-04-03 16:00	4.32	163.7		0	0	0	0	6.25	166.6		0	0	0	0	17.7	311.8900	0.001987	25.5		0	0	0	0	0	0
2005-04-03 17:00	3.53	156.1		0	0	0	0	6.01	160.7		0	0	0	0	17.3	166.3600	0.045907	27.2		0	0	0	0	0	0
2005-04-03 18:00	3.12	146.6		0	0	0	0	6.65	155.2		0	0	0	0	15.5	42.2800	0.060068	35.8		0	0	0	0	0	0
2005-04-03 19:00	3.26	143.9		0	0	0	0	7.56	155.0		0	0	0	0	12.3	0.0000	0.077338	47.3		0	0	0	0	0	0
2005-04-03 20:00	3.31	147.9		0	0	0	0	7.86	159.7		0	0	0	0	10.1	0.0000	0.073189	57.2		0	0	0	0	0	0
2005-04-03 21:00	3.31	152.7		0	0	0	0	7.99	165.0		0	0	0	0	8.7	0.0000	0.067724	62.8		0	0	0	0	0	0
2005-04-03 22:00	3.39	157.1		0	0	0	0	8.21	169.7		0	0	0	0	8.0	0.0000	0.058665	64.5		0	0	0	0	0	0
2005-04-03 23:00	3.83	161.6		0	0	0	0	8.80	173.5		0	0	0	0	7.5	0.0000	0.059915	64.3		0	0	0	0	0	0
2005-04-04 00:00	3.82	168.4		0	0	0	0	8.80	179.5		0	0	0	0	7.6	0.0000	0.069400	61.2		0	0	0	0	0	0
2005-04-04 01:00	3.65	178.0		0	0	0	0	8.58	188.1		0	0	0	0	7.0	0.0000	0.072717	60.6		0	0	0	0	0	0
2005-04-04 02:00	3.49	184.1		0	0	0	0	8.28	194.5		0	0	0	0	6.8	0.0000	0.071320	58.0		0	0	0	0	0	0
2005-04-04 03:00	3.27	183.6		0	0	0	0	7.91	195.9		0	0	0	0	6.7	0.0000	0.065378	55.5		0	0	0	0	0	0
2005-04-04 04:00	3.31	180.0		0	0	0	0	7.80	192.8		0	0	0	0	6.3	0.0000	0.043536	56.2		0	0	0	0	0	0
2005-04-04 05:00	3.36	178.2		0	0	0	0	7.84	190.4		0	0	0	0	6.3	0.4400	0.044525	54.9		0	0	0	0	0	0
2005-04-04 06:00	3.54	176.9		0	0	0	0	7.96	187.6		0	0	0	0	6.1	51.1500	0.026980	54.9		0	0	0	0	0	0
2005-04-04 07:00	3.86	175.9		0	0	0	0	8.12	185.0		0	0	0	0	7.5	154.5400	0.007736	53.7		0	0	0	0	0	0
2005-04-04 08:00	4.22	176.2		0	0	0	0	7.92	183.4		0	0	0	0	9.7	200.4800	0.004769	48.7		0	0	0	0	0	0
2005-04-04 09:00	4.36	175.0		0	0	0	0	7.87	181.3		0	0	0	0	12.5	401.2100	-0.004511	41.6		0	0	0	0	0	0
2005-04-04 10:00	4.72	179.3		0	0	0	0	7.07	182.1		0	0	0	0	14.2	483.4000	-0.013971	40.0		0	0	0	0	0	0
2005-04-04 11:00	5.00	182.4		0	0	0	0	7.01	183.6		0	0	0	0	16.9	606.6700	-0.015257	33.4		0	0	0	0	0	0
2005-04-04 12:00	5.39	190.5		0	0	0	0	7.39	191.3		0	0	0	0	18.1	628.5700	-0.017429	36.0		0	0	0	0	0	0
2005-04-04 13:00	5.71	201.4		0	0	0	0	7.81	202.0		0	0	0	0	18.7	594.8800	-0.013616	39.4		0	0	0	0	0	0
2005-04-04 14:00	6.34	211.9		0	0	0	0	8.79	212.5		0	0	0	0	18.7	528.3200	-0.010513	37.2		0	0	0	0	0	0
2005-04-04 15:00	6.20	212.4		0	0	0	0	8.69	213.1		0	0	0	0	18.3	433.9900	-0.008363	34.6		0	0	0	0	0	0
2005-04-04 16:00	5.77	206.2		0	0	0	0	8.24	207.2		0	0	0	0	17.6	309.7800	-0.001542	35.1		0	0	0	0	0	0
2005-04-04 17:00	5.83	207.2		0	0	0	0	9.03	208.0		0	0	0	0	16.9	166.9300	0.007340	38.6		0	0	0	0	0	0
2005-04-04 18:00	5.54	214.3		0	0	0	0	9.30	214.7		0	0	0	0	15.1	41.8500	0.018560	45.2		0	0	0	0	0	0
2005-04-04 19:00	4.94	215.4		0	0	0	0	8.77	217.0		0	0	0	0	12.7	0.0200	0.015460	54.7		0	0	0	0	0	0
2005-04-04 20:00	4.49	217.8		0	0	0	0	8.21	220.5		0	0	0	0	11.3	0.0000	0.014262	63.0		0	0	0	0	0	0
