WindPRO Meteo Data Export version 7
Geographical Coordinates (WGS84):	Longitude: 	9.120000	Latitude: 	56.065548
Local Coordinates: (UTM (north)-WGS84 Zone: 32)	Easting: 	507471.46	Northing: 	6213381.43	EPSG: 32632
Description:	ERA5 (Gaussian Grid)_N56.065548_E009.12
User label:	
Date time format:	yyyy-MM-dd hh:mm
Decimal separator:	"."
Digit group separator:	","
Displacement height [m]:	0.0
All time stamps:	(UTC+01:00) Brussels, Copenhagen, Madrid, Paris
UTC offset [minutes]:	-60

StatusValues:
Ok	0
Disabled	1
Below limit	2
Above limit	4
Duplicate	8
Null value	16
Missing	32
Other error	128

Calibration factors: The files that windPRO imports from are assumed to hold calibrated data - from these it is often possible to see which logger calibration factors are used.
windPRO offer by import optional recalibration factors. Please note that although it is possible to have individual calibration factors for each signal type, only the scale and offset from the first file, from the first import filter, are shown below.
Additionally, if a signal is based on multiple channels, only the scale and offset of the first channel is exported.
Logger scale	#N/A
Logger offset	#N/A
Import scale	1	1							1	1							1	1	1	1									
Import offset	0	0							0	0							0	0	0	0									

Note that SampleStatus takes precedence over DataStatus which means that DataStatus is only relevant if SampleStatus is OK.

TimeStamp	MeanWindSpeedUID_10.0m|Mean wind speed|L-1.00|U75.00	DirectionUID_10.0m|Wind direction|L0.00|U360.00	Comment_10.0m	TimeStampStatus_10.0m	SampleStatus_10.0m	DataStatus_MeanWindSpeedUID_10.0m	DataStatus_DirectionUID_10.0m	MeanWindSpeedUID_100.0m|Mean wind speed|L-1.00|U75.00	DirectionUID_100.0m|Wind direction|L0.00|U360.00	Comment_100.0m	TimeStampStatus_100.0m	SampleStatus_100.0m	DataStatus_MeanWindSpeedUID_100.0m	DataStatus_DirectionUID_100.0m	TemperatureUID_2.0m|Temperature|L-50.00|U60.00	SolarRadiationUID_2.0m|Solar irradiation|L-10.00|U2000.00	StabilityUID_2.0m|Stability (1/L)	RelativeHumidityUID_2.0m|Relative humidity|L0.00|U100.00	Comment_2.0m	TimeStampStatus_2.0m	SampleStatus_2.0m	DataStatus_TemperatureUID_2.0m	DataStatus_SolarRadiationUID_2.0m	DataStatus_StabilityUID_2.0m	DataStatus_RelativeHumidityUID_2.0m	
	[m/s]	[Degrees]						[m/s]	[Degrees]						[Deg C]	[W/m²]	[1/m]	[%]							
2005-01-01 01:00	3.01	259.9		0	0	0	0	7.13	270.2		0	0	0	0	-0.2	0.0000	0.064790	94.3		0	0	0	0	0	0
2005-01-01 02:00	3.06	257.1		0	0	0	0	7.22	267.0		0	0	0	0	-0.2	0.0000	0.054293	93.6		0	0	0	0	0	0
2005-01-01 03:00	2.98	252.0		0	0	0	0	7.02	262.7		0	0	0	0	-0.2	0.0000	0.044696	93.6		0	0	0	0	0	0
2005-01-01 04:00	2.77	240.4		0	0	0	0	6.67	254.9		0	0	0	0	-0.4	0.0000	0.036127	94.3		0	0	0	0	0	0
2005-01-01 05:00	2.94	224.9		0	0	0	0	6.81	241.6		0	0	0	0	-0.2	0.0000	0.040026	93.6		0	0	0	0	0	0
2005-01-01 06:00	3.35	217.7		0	0	0	0	7.52	232.5		0	0	0	0	0.2	0.0000	0.026029	93.7		0	0	0	0	0	0
2005-01-01 07:00	3.76	214.4		0	0	0	0	7.91	226.1		0	0	0	0	0.9	0.0000	0.027784	94.4		0	0	0	0	0	0
2005-01-01 08:00	4.00	214.0		0	0	0	0	8.32	224.4		0	0	0	0	1.0	0.0000	0.023829	95.1		0	0	0	0	0	0
2005-01-01 09:00	4.26	216.0		0	0	0	0	8.55	225.8		0	0	0	0	1.7	18.9700	0.016701	94.4		0	0	0	0	0	0
2005-01-01 10:00	4.58	214.9		0	0	0	0	8.70	223.5		0	0	0	0	2.4	50.4500	0.009338	94.5		0	0	0	0	0	0
2005-01-01 11:00	4.89	214.1		0	0	0	0	8.62	221.7		0	0	0	0	3.4	59.4800	0.005944	94.5		0	0	0	0	0	0
2005-01-01 12:00	5.24	212.9		0	0	0	0	9.09	219.0		0	0	0	0	4.7	43.9500	0.005637	93.2		0	0	0	0	0	0
2005-01-01 13:00	5.68	213.3		0	0	0	0	9.60	218.2		0	0	0	0	5.2	33.0500	0.005430	94.6		0	0	0	0	0	0
2005-01-01 14:00	5.92	212.6		0	0	0	0	9.96	216.7		0	0	0	0	5.4	28.3600	0.005922	94.6		0	0	0	0	0	0
2005-01-01 15:00	6.04	212.4		0	0	0	0	10.17	215.9		0	0	0	0	5.6	7.7200	0.006516	94.6		0	0	0	0	0	0
2005-01-01 16:00	6.19	209.6		0	0	0	0	10.37	212.8		0	0	0	0	5.5	0.0000	0.006068	93.9		0	0	0	0	0	0
2005-01-01 17:00	6.30	203.9		0	0	0	0	10.53	207.4		0	0	0	0	5.3	0.0000	0.004536	93.9		0	0	0	0	0	0
2005-01-01 18:00	6.64	198.5		0	0	0	0	10.96	202.0		0	0	0	0	5.0	0.0000	0.003662	93.2		0	0	0	0	0	0
2005-01-01 19:00	7.03	197.5		0	0	0	0	11.48	200.6		0	0	0	0	4.8	0.0000	0.002951	91.9		0	0	0	0	0	0
2005-01-01 20:00	7.54	192.5		0	0	0	0	12.19	196.0		0	0	0	0	4.9	0.0000	0.002453	91.9		0	0	0	0	0	0
2005-01-01 21:00	8.04	189.8		0	0	0	0	12.94	193.1		0	0	0	0	5.1	0.0000	0.001878	91.3		0	0	0	0	0	0
2005-01-01 22:00	8.85	189.6		0	0	0	0	14.06	192.5		0	0	0	0	5.0	0.0000	0.001712	93.2		0	0	0	0	0	0
2005-01-01 23:00	9.28	186.6		0	0	0	0	14.87	189.4		0	0	0	0	5.3	0.0000	0.001252	92.0		0	0	0	0	0	0
2005-01-02 00:00	9.58	190.2		0	0	0	0	15.21	192.5		0	0	0	0	5.4	0.0000	0.001152	92.6		0	0	0	0	0	0
2005-01-02 01:00	9.44	212.7		0	0	0	0	14.94	215.8		0	0	0	0	6.6	0.0000	0.001303	90.1		0	0	0	0	0	0
2005-01-02 02:00	9.49	261.4		0	0	0	0	15.12	264.0		0	0	0	0	5.9	0.0000	0.002702	85.8		0	0	0	0	0	0
2005-01-02 03:00	8.96	261.3		0	0	0	0	14.30	262.5		0	0	0	0	5.2	0.0000	0.003185	86.9		0	0	0	0	0	0
2005-01-02 04:00	8.54	260.3		0	0	0	0	13.68	262.2		0	0	0	0	4.2	0.0000	0.003057	85.6		0	0	0	0	0	0
2005-01-02 05:00	8.36	261.5		0	0	0	0	13.29	263.8		0	0	0	0	4.2	0.0000	0.003036	85.0		0	0	0	0	0	0
2005-01-02 06:00	8.33	262.7		0	0	0	0	13.41	264.8		0	0	0	0	3.8	0.0000	0.003164	85.6		0	0	0	0	0	0
2005-01-02 07:00	8.47	263.4		0	0	0	0	13.64	265.5		0	0	0	0	3.2	0.0000	0.003667	86.7		0	0	0	0	0	0
2005-01-02 08:00	9.39	264.0		0	0	0	0	14.97	265.9		0	0	0	0	3.3	0.0000	0.003556	84.3		0	0	0	0	0	0
2005-01-02 09:00	8.97	264.4		0	0	0	0	14.57	266.9		0	0	0	0	3.1	16.6200	0.003057	82.4		0	0	0	0	0	0
2005-01-02 10:00	9.98	268.5		0	0	0	0	15.73	270.0		0	0	0	0	3.0	62.9900	0.002589	81.2		0	0	0	0	0	0
2005-01-02 11:00	9.74	272.8		0	0	0	0	15.57	274.1		0	0	0	0	3.6	91.2700	0.002308	79.6		0	0	0	0	0	0
2005-01-02 12:00	10.52	272.1		0	0	0	0	16.42	273.4		0	0	0	0	3.8	90.0400	0.001622	76.8		0	0	0	0	0	0
2005-01-02 13:00	10.59	272.6		0	0	0	0	16.43	273.8		0	0	0	0	3.7	94.0100	0.001187	73.5		0	0	0	0	0	0
2005-01-02 14:00	10.80	272.8		0	0	0	0	16.69	273.7		0	0	0	0	3.4	64.5000	0.001677	75.1		0	0	0	0	0	0
2005-01-02 15:00	9.84	270.6		0	0	0	0	15.38	271.9		0	0	0	0	2.8	14.4000	0.001679	80.6		0	0	0	0	0	0
2005-01-02 16:00	9.35	271.8		0	0	0	0	14.80	273.8		0	0	0	0	2.8	0.0000	0.002588	77.2		0	0	0	0	0	0
2005-01-02 17:00	9.11	274.8		0	0	0	0	14.45	276.6		0	0	0	0	2.8	0.0000	0.003129	73.9		0	0	0	0	0	0
2005-01-02 18:00	9.37	277.1		0	0	0	0	14.92	278.9		0	0	0	0	2.6	0.0000	0.003683	74.4		0	0	0	0	0	0
2005-01-02 19:00	9.55	283.1		0	0	0	0	15.12	284.4		0	0	0	0	2.4	0.0000	0.003447	74.3		0	0	0	0	0	0
2005-01-02 20:00	8.95	287.9		0	0	0	0	14.22	289.4		0	0	0	0	2.4	0.0000	0.004414	76.0		0	0	0	0	0	0
2005-01-02 21:00	8.61	286.4		0	0	0	0	13.71	288.1		0	0	0	0	1.1	0.0000	0.003557	88.4		0	0	0	0	0	0
2005-01-02 22:00	8.97	287.7		0	0	0	0	14.34	289.3		0	0	0	0	1.7	0.0000	0.003503	85.9		0	0	0	0	0	0
2005-01-02 23:00	9.51	288.9		0	0	0	0	15.03	290.1		0	0	0	0	2.2	0.0000	0.004596	76.5		0	0	0	0	0	0
2005-01-03 00:00	8.99	287.2		0	0	0	0	14.42	288.8		0	0	0	0	2.2	0.0000	0.004140	80.0		0	0	0	0	0	0
2005-01-03 01:00	10.02	292.9		0	0	0	0	15.71	293.7		0	0	0	0	1.9	0.0000	0.004118	84.7		0	0	0	0	0	0
2005-01-03 02:00	8.79	291.8		0	0	0	0	14.25	293.6		0	0	0	0	2.0	0.0000	0.005441	90.4		0	0	0	0	0	0
2005-01-03 03:00	8.74	293.1		0	0	0	0	14.20	294.6		0	0	0	0	2.1	0.0000	0.006125	90.5		0	0	0	0	0	0
2005-01-03 04:00	8.32	292.8		0	0	0	0	13.56	294.3		0	0	0	0	2.4	0.0000	0.006579	83.6		0	0	0	0	0	0
2005-01-03 05:00	7.57	289.1		0	0	0	0	12.74	291.7		0	0	0	0	2.3	0.0000	0.007990	80.6		0	0	0	0	0	0
2005-01-03 06:00	7.43	289.6		0	0	0	0	12.51	292.6		0	0	0	0	2.4	0.0000	0.007434	78.3		0	0	0	0	0	0
2005-01-03 07:00	7.20	290.1		0	0	0	0	12.19	293.1		0	0	0	0	2.5	0.0000	0.007399	78.3		0	0	0	0	0	0
2005-01-03 08:00	7.37	292.2		0	0	0	0	12.32	294.6		0	0	0	0	2.9	0.0000	0.006872	77.8		0	0	0	0	0	0
2005-01-03 09:00	7.60	293.4		0	0	0	0	12.64	295.7		0	0	0	0	2.6	21.2800	0.006048	80.0		0	0	0	0	0	0
2005-01-03 10:00	7.84	292.4		0	0	0	0	12.85	294.5		0	0	0	0	3.1	79.9300	0.003857	77.8		0	0	0	0	0	0
2005-01-03 11:00	7.86	292.5		0	0	0	0	12.63	294.4		0	0	0	0	4.1	106.2400	0.002170	76.8		0	0	0	0	0	0
2005-01-03 12:00	7.88	291.5		0	0	0	0	12.60	293.8		0	0	0	0	5.0	97.2800	0.002374	71.6		0	0	0	0	0	0
2005-01-03 13:00	7.88	286.8		0	0	0	0	12.45	288.6		0	0	0	0	5.5	107.0000	0.002330	73.3		0	0	0	0	0	0
2005-01-03 14:00	7.81	279.1		0	0	0	0	12.43	281.0		0	0	0	0	6.0	50.9700	0.003521	77.7		0	0	0	0	0	0
2005-01-03 15:00	7.26	274.4		0	0	0	0	11.99	276.1		0	0	0	0	5.7	6.8400	0.005275	83.4		0	0	0	0	0	0
2005-01-03 16:00	6.55	266.3		0	0	0	0	11.17	268.6		0	0	0	0	5.9	0.0000	0.003179	86.4		0	0	0	0	0	0
2005-01-03 17:00	6.57	258.0		0	0	0	0	11.11	260.8		0	0	0	0	6.3	0.0000	0.002170	86.4		0	0	0	0	0	0
2005-01-03 18:00	6.98	253.7		0	0	0	0	11.39	256.8		0	0	0	0	6.8	0.0000	0.001890	88.9		0	0	0	0	0	0
2005-01-03 19:00	7.31	256.0		0	0	0	0	11.83	258.7		0	0	0	0	6.9	0.0000	0.002924	89.5		0	0	0	0	0	0
2005-01-03 20:00	7.84	266.6		0	0	0	0	12.63	268.9		0	0	0	0	6.8	0.0000	0.004010	91.4		0	0	0	0	0	0
2005-01-03 21:00	7.92	268.5		0	0	0	0	12.78	270.9		0	0	0	0	7.1	0.0000	0.003326	90.8		0	0	0	0	0	0
2005-01-03 22:00	8.10	271.2		0	0	0	0	12.94	273.2		0	0	0	0	7.0	0.0000	0.003104	92.1		0	0	0	0	0	0
2005-01-03 23:00	8.41	274.6		0	0	0	0	13.46	276.1		0	0	0	0	7.2	0.0000	0.002909	93.4		0	0	0	0	0	0
2005-01-04 00:00	8.33	270.6		0	0	0	0	13.42	271.9		0	0	0	0	7.2	0.0000	0.002368	93.4		0	0	0	0	0	0
2005-01-04 01:00	9.11	270.5		0	0	0	0	14.65	272.1		0	0	0	0	7.4	0.0000	0.002865	92.1		0	0	0	0	0	0
2005-01-04 02:00	9.16	270.6		0	0	0	0	14.76	272.1		0	0	0	0	7.5	0.0000	0.003524	90.8		0	0	0	0	0	0
2005-01-04 03:00	8.77	268.7		0	0	0	0	14.22	270.4		0	0	0	0	7.5	0.0000	0.003879	90.2		0	0	0	0	0	0
2005-01-04 04:00	8.35	266.0		0	0	0	0	13.61	267.6		0	0	0	0	7.4	0.0000	0.003440	90.2		0	0	0	0	0	0
2005-01-04 05:00	8.60	264.7		0	0	0	0	13.96	266.4		0	0	0	0	7.2	0.0000	0.003375	90.8		0	0	0	0	0	0
2005-01-04 06:00	8.52	265.1		0	0	0	0	13.83	266.8		0	0	0	0	7.3	0.0000	0.003601	89.6		0	0	0	0	0	0
2005-01-04 07:00	8.28	264.0		0	0	0	0	13.46	265.7		0	0	0	0	7.2	0.0000	0.003425	89.6		0	0	0	0	0	0
2005-01-04 08:00	8.17	261.5		0	0	0	0	13.31	263.4		0	0	0	0	7.2	0.0000	0.002990	89.0		0	0	0	0	0	0
2005-01-04 09:00	8.18	258.7		0	0	0	0	13.19	260.4		0	0	0	0	7.3	4.8900	0.002556	89.0		0	0	0	0	0	0
2005-01-04 10:00	8.45	256.8		0	0	0	0	13.50	258.3		0	0	0	0	7.3	18.7600	0.001894	88.3		0	0	0	0	0	0
2005-01-04 11:00	8.40	253.1		0	0	0	0	13.35	254.5		0	0	0	0	7.6	36.4100	0.001086	86.6		0	0	0	0	0	0
2005-01-04 12:00	8.83	250.0		0	0	0	0	13.88	251.2		0	0	0	0	7.7	62.4000	0.000851	84.8		0	0	0	0	0	0
2005-01-04 13:00	9.44	247.1		0	0	0	0	14.67	248.1		0	0	0	0	7.8	39.8400	0.001068	83.6		0	0	0	0	0	0
2005-01-04 14:00	9.58	245.9		0	0	0	0	14.90	247.1		0	0	0	0	7.7	14.8400	0.001288	84.2		0	0	0	0	0	0
2005-01-04 15:00	9.67	245.2		0	0	0	0	15.15	246.4		0	0	0	0	7.6	2.5600	0.001300	84.8		0	0	0	0	0	0
2005-01-04 16:00	10.59	247.1		0	0	0	0	16.63	248.3		0	0	0	0	7.7	0.0000	0.001941	86.0		0	0	0	0	0	0
2005-01-04 17:00	10.58	251.8		0	0	0	0	16.64	253.0		0	0	0	0	7.6	0.0000	0.002105	89.0		0	0	0	0	0	0
2005-01-04 18:00	10.07	263.5		0	0	0	0	15.72	265.1		0	0	0	0	7.7	0.0000	0.003135	90.2		0	0	0	0	0	0
2005-01-04 19:00	8.44	277.1		0	0	0	0	13.32	279.4		0	0	0	0	7.0	0.0000	0.005773	91.4		0	0	0	0	0	0
2005-01-04 20:00	7.80	282.0		0	0	0	0	12.53	284.4		0	0	0	0	6.2	0.0000	0.006053	92.0		0	0	0	0	0	0
2005-01-04 21:00	7.43	279.7		0	0	0	0	12.25	281.9		0	0	0	0	6.0	0.0000	0.005020	88.2		0	0	0	0	0	0
2005-01-04 22:00	7.51	276.4		0	0	0	0	12.30	278.3		0	0	0	0	5.7	0.0000	0.007428	86.4		0	0	0	0	0	0
2005-01-04 23:00	6.82	276.2		0	0	0	0	11.50	278.5		0	0	0	0	5.4	0.0000	0.008063	81.6		0	0	0	0	0	0
2005-01-05 00:00	6.31	273.8		0	0	0	0	10.80	276.4		0	0	0	0	5.2	0.0000	0.007982	81.0		0	0	0	0	0	0
2005-01-05 01:00	6.11	270.8		0	0	0	0	10.47	273.7		0	0	0	0	5.2	0.0000	0.009285	81.0		0	0	0	0	0	0
2005-01-05 02:00	6.21	268.3		0	0	0	0	10.78	271.5		0	0	0	0	4.9	0.0000	0.008658	82.7		0	0	0	0	0	0
2005-01-05 03:00	6.61	269.8		0	0	0	0	11.24	272.8		0	0	0	0	4.6	0.0000	0.010559	84.4		0	0	0	0	0	0
2005-01-05 04:00	6.50	271.2		0	0	0	0	11.13	274.2		0	0	0	0	4.2	0.0000	0.010483	87.4		0	0	0	0	0	0
2005-01-05 05:00	6.25	267.3		0	0	0	0	10.76	270.4		0	0	0	0	4.1	0.0000	0.008994	88.7		0	0	0	0	0	0
2005-01-05 06:00	6.46	261.9		0	0	0	0	11.10	264.9		0	0	0	0	4.4	0.0000	0.006356	88.1		0	0	0	0	0	0
2005-01-05 07:00	6.99	262.7		0	0	0	0	11.71	265.2		0	0	0	0	4.5	0.0000	0.008907	85.6		0	0	0	0	0	0
2005-01-05 08:00	6.95	263.1		0	0	0	0	11.63	265.5		0	0	0	0	4.7	0.0000	0.006544	85.0		0	0	0	0	0	0
2005-01-05 09:00	6.53	263.1		0	0	0	0	11.14	266.0		0	0	0	0	5.0	20.5300	0.008046	84.5		0	0	0	0	0	0
2005-01-05 10:00	6.19	260.7		0	0	0	0	10.46	264.1		0	0	0	0	5.0	56.5900	0.006059	90.0		0	0	0	0	0	0
2005-01-05 11:00	6.37	261.9		0	0	0	0	10.35	263.6		0	0	0	0	5.7	110.2900	0.002121	85.8		0	0	0	0	0	0
2005-01-05 12:00	6.27	254.0		0	0	0	0	10.03	256.1		0	0	0	0	6.1	106.1000	0.001411	85.8		0	0	0	0	0	0
2005-01-05 13:00	6.62	249.8		0	0	0	0	10.48	251.3		0	0	0	0	6.3	102.0800	0.001720	85.2		0	0	0	0	0	0
2005-01-05 14:00	6.42	247.4		0	0	0	0	10.10	249.1		0	0	0	0	6.1	76.0400	0.003261	85.2		0	0	0	0	0	0
2005-01-05 15:00	6.08	240.1		0	0	0	0	10.16	242.0		0	0	0	0	5.7	21.5300	0.005949	86.4		0	0	0	0	0	0
2005-01-05 16:00	6.06	232.5		0	0	0	0	10.34	235.1		0	0	0	0	5.0	0.0000	0.006057	90.0		0	0	0	0	0	0
2005-01-05 17:00	6.01	227.5		0	0	0	0	10.08	230.3		0	0	0	0	5.2	0.0000	0.005139	88.2		0	0	0	0	0	0
2005-01-05 18:00	5.80	221.4		0	0	0	0	9.94	224.8		0	0	0	0	5.0	0.0000	0.006240	88.8		0	0	0	0	0	0
2005-01-05 19:00	5.95	216.5		0	0	0	0	10.13	220.1		0	0	0	0	4.8	0.0000	0.006590	88.7		0	0	0	0	0	0
2005-01-05 20:00	6.28	212.9		0	0	0	0	10.68	216.3		0	0	0	0	4.8	0.0000	0.004436	88.7		0	0	0	0	0	0
2005-01-05 21:00	6.92	213.8		0	0	0	0	11.48	216.7		0	0	0	0	5.0	0.0000	0.004551	89.4		0	0	0	0	0	0
2005-01-05 22:00	7.17	214.1		0	0	0	0	11.84	217.1		0	0	0	0	5.2	0.0000	0.004734	87.5		0	0	0	0	0	0
2005-01-05 23:00	7.54	219.4		0	0	0	0	12.44	222.1		0	0	0	0	5.3	0.0000	0.003544	88.8		0	0	0	0	0	0
2005-01-06 00:00	7.85	228.6		0	0	0	0	12.65	231.1		0	0	0	0	5.6	0.0000	0.002437	91.3		0	0	0	0	0	0
2005-01-06 01:00	7.95	232.8		0	0	0	0	12.65	234.9		0	0	0	0	5.6	0.0000	0.002789	92.6		0	0	0	0	0	0
2005-01-06 02:00	7.58	240.0		0	0	0	0	12.21	242.8		0	0	0	0	5.8	0.0000	0.004252	93.3		0	0	0	0	0	0
2005-01-06 03:00	6.64	262.3		0	0	0	0	10.98	266.2		0	0	0	0	6.1	0.0000	0.006747	89.5		0	0	0	0	0	0
2005-01-06 04:00	6.90	284.0		0	0	0	0	11.49	287.7		0	0	0	0	5.8	0.0000	0.007212	88.8		0	0	0	0	0	0
2005-01-06 05:00	6.87	286.8		0	0	0	0	11.58	290.0		0	0	0	0	5.5	0.0000	0.008850	85.1		0	0	0	0	0	0
2005-01-06 06:00	6.95	284.5		0	0	0	0	11.87	287.2		0	0	0	0	4.9	0.0000	0.008928	82.1		0	0	0	0	0	0
2005-01-06 07:00	7.00	280.7		0	0	0	0	12.01	283.4		0	0	0	0	4.6	0.0000	0.008068	79.7		0	0	0	0	0	0
2005-01-06 08:00	7.35	279.6		0	0	0	0	12.37	281.8		0	0	0	0	4.6	0.0000	0.008779	79.7		0	0	0	0	0	0
2005-01-06 09:00	7.07	279.2		0	0	0	0	12.00	281.7		0	0	0	0	4.8	25.1900	0.009252	78.1		0	0	0	0	0	0
2005-01-06 10:00	6.86	276.1		0	0	0	0	11.51	278.8		0	0	0	0	5.1	86.4500	0.005673	77.6		0	0	0	0	0	0
2005-01-06 11:00	7.33	274.8		0	0	0	0	11.88	276.9		0	0	0	0	5.8	127.6800	0.003032	73.9		0	0	0	0	0	0
2005-01-06 12:00	7.73	271.1		0	0	0	0	12.18	272.5		0	0	0	0	6.3	150.0600	0.001636	74.0		0	0	0	0	0	0
2005-01-06 13:00	8.04	265.5		0	0	0	0	12.51	266.8		0	0	0	0	6.6	133.1400	0.001642	74.0		0	0	0	0	0	0
2005-01-06 14:00	7.74	262.9		0	0	0	0	12.27	264.1		0	0	0	0	6.6	86.8600	0.003359	74.6		0	0	0	0	0	0
2005-01-06 15:00	7.09	255.1		0	0	0	0	11.38	256.6		0	0	0	0	6.3	22.2800	0.005101	75.6		0	0	0	0	0	0
2005-01-06 16:00	7.01	246.3		0	0	0	0	11.54	248.4		0	0	0	0	5.5	0.0000	0.007450	82.8		0	0	0	0	0	0
2005-01-06 17:00	6.84	236.5		0	0	0	0	11.32	238.7		0	0	0	0	5.2	0.0000	0.005826	88.2		0	0	0	0	0	0
2005-01-06 18:00	7.48	229.5		0	0	0	0	12.42	231.7		0	0	0	0	5.2	0.0000	0.005132	90.0		0	0	0	0	0	0
2005-01-06 19:00	8.25	226.2		0	0	0	0	13.50	228.5		0	0	0	0	5.8	0.0000	0.001685	86.4		0	0	0	0	0	0
2005-01-06 20:00	8.96	228.9		0	0	0	0	14.53	230.7		0	0	0	0	6.3	0.0000	0.002479	83.4		0	0	0	0	0	0
2005-01-06 21:00	9.47	233.0		0	0	0	0	15.31	235.0		0	0	0	0	6.7	0.0000	0.002348	86.5		0	0	0	0	0	0
2005-01-06 22:00	9.81	237.4		0	0	0	0	15.72	239.2		0	0	0	0	6.9	0.0000	0.002326	90.2		0	0	0	0	0	0
2005-01-06 23:00	9.83	238.2		0	0	0	0	15.65	239.8		0	0	0	0	7.5	0.0000	0.002021	92.7		0	0	0	0	0	0
2005-01-07 00:00	10.06	240.5		0	0	0	0	16.03	241.8		0	0	0	0	7.7	0.0000	0.002212	92.1		0	0	0	0	0	0
2005-01-07 01:00	10.28	241.4		0	0	0	0	16.34	242.9		0	0	0	0	7.9	0.0000	0.002459	90.9		0	0	0	0	0	0
2005-01-07 02:00	10.16	240.2		0	0	0	0	16.21	241.6		0	0	0	0	8.0	0.0000	0.002420	92.1		0	0	0	0	0	0
2005-01-07 03:00	10.15	238.1		0	0	0	0	16.22	239.7		0	0	0	0	8.1	0.0000	0.002248	92.1		0	0	0	0	0	0
2005-01-07 04:00	10.38	239.0		0	0	0	0	16.52	240.4		0	0	0	0	8.2	0.0000	0.002324	92.1		0	0	0	0	0	0
2005-01-07 05:00	10.44	238.1		0	0	0	0	16.56	239.4		0	0	0	0	8.4	0.0000	0.002443	91.5		0	0	0	0	0	0
2005-01-07 06:00	10.35	238.6		0	0	0	0	16.40	240.0		0	0	0	0	8.4	0.0000	0.002540	90.9		0	0	0	0	0	0
2005-01-07 07:00	10.73	241.2		0	0	0	0	17.01	242.5		0	0	0	0	8.3	0.0000	0.001695	90.3		0	0	0	0	0	0
2005-01-07 08:00	11.40	242.4		0	0	0	0	17.97	243.3		0	0	0	0	8.5	0.0000	0.001459	88.4		0	0	0	0	0	0
2005-01-07 09:00	11.94	243.4		0	0	0	0	18.67	244.4		0	0	0	0	8.8	4.2500	0.001286	88.5		0	0	0	0	0	0
2005-01-07 10:00	12.07	244.3		0	0	0	0	18.81	245.1		0	0	0	0	9.0	29.3500	0.001116	87.3		0	0	0	0	0	0
2005-01-07 11:00	11.46	245.7		0	0	0	0	17.80	246.7		0	0	0	0	9.1	20.2800	0.000917	87.3		0	0	0	0	0	0
2005-01-07 12:00	11.38	246.6		0	0	0	0	17.71	247.5		0	0	0	0	9.5	21.4800	0.000934	86.7		0	0	0	0	0	0
2005-01-07 13:00	11.24	245.9		0	0	0	0	17.50	246.9		0	0	0	0	9.4	18.9300	0.000906	87.9		0	0	0	0	0	0
2005-01-07 14:00	11.09	247.6		0	0	0	0	17.28	248.6		0	0	0	0	9.4	10.8300	0.001208	89.1		0	0	0	0	0	0
2005-01-07 15:00	10.26	249.5		0	0	0	0	16.09	250.8		0	0	0	0	9.4	2.9500	0.001430	89.7		0	0	0	0	0	0
2005-01-07 16:00	9.48	247.8		0	0	0	0	14.98	249.3		0	0	0	0	9.4	0.0000	0.001692	89.1		0	0	0	0	0	0
2005-01-07 17:00	9.08	243.6		0	0	0	0	14.53	245.3		0	0	0	0	9.4	0.0000	0.002675	90.4		0	0	0	0	0	0
2005-01-07 18:00	9.13	240.1		0	0	0	0	14.60	241.8		0	0	0	0	9.1	0.0000	0.002896	92.8		0	0	0	0	0	0
2005-01-07 19:00	9.39	240.5		0	0	0	0	14.97	242.2		0	0	0	0	8.8	0.0000	0.002178	95.4		0	0	0	0	0	0
2005-01-07 20:00	9.32	239.8		0	0	0	0	14.87	241.4		0	0	0	0	8.8	0.0000	0.002160	95.4		0	0	0	0	0	0
2005-01-07 21:00	9.32	238.9		0	0	0	0	14.85	240.7		0	0	0	0	9.0	0.0000	0.002256	93.5		0	0	0	0	0	0
2005-01-07 22:00	9.32	238.9		0	0	0	0	14.87	240.7		0	0	0	0	8.9	0.0000	0.002413	94.7		0	0	0	0	0	0
2005-01-07 23:00	9.18	237.5		0	0	0	0	14.72	239.3		0	0	0	0	8.8	0.0000	0.002312	94.1		0	0	0	0	0	0
2005-01-08 00:00	9.38	233.1		0	0	0	0	15.05	234.8		0	0	0	0	8.8	0.0000	0.002208	92.2		0	0	0	0	0	0
2005-01-08 01:00	9.96	230.6		0	0	0	0	15.92	232.2		0	0	0	0	8.6	0.0000	0.002083	90.3		0	0	0	0	0	0
2005-01-08 02:00	10.35	228.9		0	0	0	0	16.46	230.9		0	0	0	0	8.5	0.0000	0.001796	90.3		0	0	0	0	0	0
2005-01-08 03:00	10.78	228.0		0	0	0	0	17.06	229.6		0	0	0	0	8.5	0.0000	0.001919	89.7		0	0	0	0	0	0
2005-01-08 04:00	11.17	226.3		0	0	0	0	17.51	227.6		0	0	0	0	8.5	0.0000	0.001558	88.4		0	0	0	0	0	0
2005-01-08 05:00	11.77	224.0		0	0	0	0	18.22	225.0		0	0	0	0	8.8	0.0000	0.001164	86.1		0	0	0	0	0	0
2005-01-08 06:00	12.25	222.0		0	0	0	0	18.84	222.9		0	0	0	0	9.0	0.0000	0.000939	82.1		0	0	0	0	0	0
2005-01-08 07:00	12.32	219.9		0	0	0	0	18.90	221.0		0	0	0	0	9.0	0.0000	0.000712	79.8		0	0	0	0	0	0
